32  row, add v1 
500 msec interval
SS vs= 1.01  t=  210
B 30449 7469   10 -124
B 30459 7753   10 -116
B 30469 7755   10 -109
B 30479 7755   10 -103
B 30489 7755   10  -97
B 30499 7755   10  -92
pb end 
B 30509 7757    0  -88
B 30519 7792    0  -83
B 30529 7792    0  -79
B 30539 7792    0  -75
B 30549 7794    0  -72
B 30559 7794    0  -68
B 30569 7794    0  -65
B 30579 7794    0  -62
B 30589 7795    0  -59
B 30599 7794    0  -56
B 30609 7794    0  -53
B 30619 7796    0  -51
B 30629 7795    0  -48
B 30639 7794    0  -46
B 30649 7795    0  -44
B 30659 7794    0  -42
B 30669 7794    0  -41
B 30679 7795    0  -41
B 30689 7792    0  -41
B 30699 7794    0  -41
B 30709 7796    0  -41
B 30719 7794    0  -41
B 30729 7794    0  -41
B 30739 7795    0  -41
B 30749 7794    0  -40
B 30759 7794    0  -40
B 30769 7795    0  -40
B 30779 7794    0  -39
B 30789 7794    0  -38
B 30799 7794    0  -38
B 30809 7794    0  -37
B 30819 7794    0  -37
B 30829 7791    0  -36
B 30839 7794    0  -36
B 30849 7795    0  -34
B 30859 7794    0  -33
B 30869 7794    0  -32
B 30879 7794    0  -31
B 30889 7794    0  -30
B 30899 7795    0  -29
B 30909 7794    0  -28
B 30919 7794    0  -26
B 30929 7795    0  -25
B 30939 7794    0  -24
B 30949 7795    0  -23
B 30959 7794    0  -22
B 30969 7795    0  -21
B 30979 7795    0  -20
B 30989 7795    0  -20
B 30999 7794    0  -19
B 31009 7795    0  -19
SSS vs= 1.03  t=  240
%P VOLT1   = 7564
%P VOLT2   = 8143
%P S2_SC   =  1.03
%P L_ANG_MAX = 240
B 31019 7795   92  -19
B 31029 7829   92  -19
B 31039 7710   92  -19
B 31049 7699   92  -19
B 31059 7707   92  -19
B 31069 7221   92  -19
B 31079 7228   92  -16
B 31089 7480   92  -16
B 31099 7551   92  -14
B 31109 7550   92   -9
B 31119 7663   92   -2
B 31129 7598   92    7
B 31139 7602   92   16
B 31149 7216   92   24
B 31159 7148   92   32
B 31169 7152   92   40
B 31179 7186   92   47
B 31189 7260   92   54
B 31199 7260   92   60
B 31209 7367   84   68
B 31220 7333   75   75
B 31230 7335   66   82
B 31240 7231   58   88
B 31250 7233   50   95
B 31260 7234   43  101
B 31270 7380   35  107
B 31280 7346   30  112
B 31290 7351   30  118
B 31300 7459   30  124
*** adj PULL_V2->97 
*** dt = 120 , A = 128 , rpm = 198 
B 31310 7566   99  129
B 31320 7560   99  135
B 31330 7681   99  140
B 31340 7677   99  145
B 31350 7677   99  151
B 31360 7290   99  157
B 31370 7363   99  164
B 31380 7364   99  172
B 31390 7403   99  180
B 31400 7261   99  188
B 31410 7263   99  196
B 31420 7193   99  205
pull out 211
B 31430 7228 -102  214
B 31440 7230 -102  223
B 31450 7295 -102  232
B 31460 7331 -102  240
B 31470 7329 -102  247
B 31480 7337 -102  254
B 31490 7231 -102  261
B 31500 7233 -102  266
B 31510 7519 -102  271
B 31520 7590 -102  272
B 31530 7590 -102  272
B 31540 7591 -102  272
*** amax = 272  vhit = 84
B 31550 7413  -86  271
B 31560 7413  -86  262
B 31570 7129  -86  251
B 31580 7165  -86  240
B 31590 7165  -86  228
B 31600 7166  -86  216
B 31610 7238  -86  206
B 31620 7242  -86  196
B 31630 7380  -86  184
B 31640 7454  -86  170
B 31650 7452  -86  156
B 31660 7381  -86  140
B 31670 7346  -86  124
B 31680 7346  -86  108
B 31690 7346  -86   90
B 31700 7417  -86   71
B 31710 7417  -86   52
B 31720 7452  -86   32
B 31730 7523  -86   11
B 31740 7523  -86   -9
push -10 -10
push out at target
B 31750 7519   82  -20
B 31760 7503   82  -28
B 31770 7505   82  -36
B 31780 7548   82  -41
B 31790 7195   82  -52
B 31800 7199   82  -60
B 31810 7415   82  -65
B 31820 7522   82  -72
B 31830 7525   49  -76
B 31840 7631   23  -78
B 31850 7640    6  -78
B 31860 7646   10  -78
B 31870 7295   10  -77
B 31880 7578   10  -77
B 31890 7578   10  -73
B 31900 7755   10  -68
B 31910 7755   10  -64
B 31920 7757   10  -58
B 31930 7755   10  -54
B 31940 7755   10  -49
B 31950 7757   10  -44
pb end 
B 31960 7791    0  -40
B 31970 7792    0  -36
B 31980 7794    0  -31
B 31990 7792    0  -26
B 32000 7794    0  -21
B 32010 7794    0  -17
B 32020 7794    0  -12
B 32030 7794    0   -8
B 32040 7795    0   -5
B 32050 7794    0   -3
B 32060 7794    0   -1
B 32070 7794    0    0
B 32080 7794    0    0
B 32090 7792    0    0
B 32100 7794    0    0
B 32110 7794    0    0
B 32120 7795    0    0
B 32130 7795    0    0
B 32140 7794    0    0
B 32150 7795    0    0
B 32160 7794    0    0
B 32170 7795    0   -1
B 32180 7798    0   -3
B 32190 7795    0   -5
B 32200 7794    0   -7
B 32210 7795    0   -8
B 32220 7794    0   -9
B 32230 7795    0  -10
B 32240 7794    0  -11
B 32250 7795    0  -12
B 32260 7795    0  -12
B 32270 7792    0  -12
B 32280 7795    0  -12
B 32290 7795    0  -12
B 32300 7796    0  -12
B 32310 7794    0  -12
B 32320 7795    0  -12
B 32330 7794    0  -12
B 32340 7794    0  -12
B 32350 7792    0  -12
B 32360 7795    0  -12
B 32370 7795    0  -12
B 32380 7792    0  -12
B 32390 7794    0  -12
B 32400 7795    0  -12
B 32410 7794    0  -12
B 32420 7795    0  -12
B 32430 7795    0  -11
B 32440 7794    0  -11
B 32450 7795    0  -11
SSS vs= 1.03  t=  245
%P VOLT1   = 7564
%P VOLT2   = 8139
%P S2_SC   =  1.03
%P L_ANG_MAX = 245
B 32460 7794   92  -11
B 32470 7782   92  -11
B 32480 7713   92  -11
B 32490 7704   92  -11
B 32500 7714   92  -11
B 32511 7476   92  -11
B 32521 7483   92  -11
B 32531 7452   92  -10
B 32541 7521   92   -6
B 32552 7526   92    0
B 32562 7598   92    8
B 32572 7493   92   16
B 32582 7498   92   24
B 32592 7145   92   32
B 32602 7148   92   39
B 32612 7152   92   46
B 32622 7187   92   52
B 32632 7295   92   58
B 32642 7296   88   65
B 32652 7333   80   71
B 32662 7299   73   77
B 32672 7301   67   84
B 32682 7231   60   89
B 32692 7233   53   96
B 32702 7236   47  101
B 32712 7308   41  107
B 32722 7343   34  113
B 32732 7347   30  118
B 32742 7492   30  124
B 32752 7531   30  130
*** adj PULL_V2->97 
*** dt = 120 , A = 132 , rpm = 198 
B 32762 7532   99  136
B 32772 7637   99  140
B 32782 7655   99  145
B 32792 7645   99  149
B 32802 7680   99  154
B 32812 7716   99  159
B 32822 7721   99  164
B 32832 7401   99  171
B 32842 7438   99  178
B 32852 7438   99  185
B 32862 7264   99  192
B 32872 7193   99  200
pull out 204
B 32882 7192 -102  208
B 32892 7192 -102  216
B 32902 7263 -102  224
B 32912 7258 -102  233
B 32922 7332 -102  239
B 32932 7299 -102  247
B 32942 7301 -102  254
B 32952 7197 -102  260
B 32962 7408 -102  264
B 32972 7410 -102  268
B 32982 7591 -102  268
B 32992 7626 -102  268
B 33002 7626 -102  268
*** amax = 268  vhit = 89
B 33012 7410  -91  264
B 33022 7236  -91  255
B 33032 7236  -91  244
B 33042 7129  -91  232
B 33052 7129  -91  219
B 33062 7129  -91  205
B 33072 7237  -91  191
B 33082 7309  -91  175
B 33092 7310  -91  159
B 33102 7455  -91  142
B 33112 7491  -91  125
B 33122 7494  -91  107
B 33133 7456  -91   88
B 33143 7458  -91   68
B 33154 7456  -91   46
B 33164 7456  -91   26
B 33174 7491  -91    4
push -10 -10
push out at target
B 33184 7529   82  -16
B 33194 7511   82  -25
B 33204 7504   82  -34
B 33214 7544   82  -42
B 33224 7549   82  -49
B 33234 7342   82  -60
B 33244 7414   82  -68
B 33254 7415   82  -76
B 33264 7491   57  -83
B 33274 7634   49  -88
B 33284 7634   32  -89
B 33294 7637    0  -88
B 33304 7289   10  -88
B 33314 7293   10  -88
B 33324 7329   10  -86
B 33334 7720   10  -80
B 33344 7720   10  -74
B 33354 7757   10  -68
B 33364 7754   10  -63
B 33374 7755   10  -57
B 33384 7757   10  -52
B 33394 7757   10  -47
pb end 
B 33404 7757    0  -42
B 33414 7757    0  -36
B 33424 7794    0  -32
B 33434 7792    0  -26
B 33444 7794    0  -20
B 33454 7795    0  -16
B 33464 7798    0  -11
B 33474 7794    0   -6
B 33484 7794    0   -3
B 33494 7794    0    0
B 33504 7796    0    2
B 33514 7792    0    4
B 33524 7795    0    4
B 33534 7794    0    4
B 33544 7794    0    4
B 33554 7795    0    4
B 33564 7795    0    4
B 33574 7796    0    4
B 33584 7794    0    3
B 33594 7795    0    3
B 33604 7796    0    2
B 33614 7795    0    0
B 33624 7794    0   -4
B 33634 7794    0   -6
B 33644 7795    0   -8
B 33654 7794    0  -10
B 33664 7794    0  -12
B 33674 7794    0  -13
B 33684 7795    0  -14
B 33694 7795    0  -15
B 33704 7794    0  -16
B 33714 7795    0  -16
B 33724 7795    0  -16
B 33734 7795    0  -16
B 33744 7795    0  -16
B 33754 7795    0  -16
B 33764 7795    0  -16
B 33774 7796    0  -16
B 33784 7795    0  -16
B 33794 7798    0  -16
B 33804 7795    0  -16
B 33814 7795    0  -16
B 33824 7795    0  -16
B 33834 7794    0  -16
B 33844 7795    0  -16
B 33854 7795    0  -15
B 33864 7795    0  -14
B 33874 7795    0  -13
B 33884 7796    0  -12
SSS vs= 1.03  t=  250
%P VOLT1   = 7564
%P VOLT2   = 8143
%P S2_SC   =  1.03
%P L_ANG_MAX = 250
B 33895 7795   92  -11
B 33905 7795   92  -10
B 33916 7732   92  -10
B 33926 7710   92  -10
B 33936 7716   92  -10
B 33946 7722   92   -8
B 33956 7485   92   -8
B 33967 7453   92   -8
B 33977 7453   92   -5
B 33987 7561   92   -1
B 33997 7562   92    6
B 34007 7463   92   13
B 34017 7462   92   21
B 34027 7146   92   28
B 34037 7151   92   36
B 34047 7154   92   41
B 34058 7190   92   48
B 34070 7261   92   54
B 34080 7264   92   60
B 34090 7335   87   66
B 34101 7299   81   72
B 34111 7301   76   77
B 34121 7230   70   83
B 34131 7196   64   88
B 34141 7196   59   93
B 34151 7272   53   98
B 34161 7306   48  104
B 34171 7308   43  109
B 34181 7380   37  114
B 34192 7454   30  120
B 34202 7455   30  126
B 34212 7564   30  131
B 34222 7600   30  136
*** adj PULL_V2->108 
*** dt = 120 , A = 136 , rpm = 166 
B 34232 7601  110  140
B 34242 7673  110  144
B 34252 7708  110  148
B 34262 7686  110  151
B 34272 7682  110  154
B 34282 7682  110  158
B 34292 7685  110  162
B 34302 7332  110  167
B 34312 7404  110  173
B 34322 7405  110  179
B 34332 7265  110  186
B 34342 7193  110  192
pull out 192
B 34352 7193   11  198
B 34362 7163   11  205
B 34372 7213   11  212
B 34382 7220   11  219
B 34392 7327   11  224
B 34402 7578   11  230
B 34412 7577   11  235
B 34422 7755   11  240
B 34432 7755   11  244
B 34442 7755   11  247
B 34452 7754   11  250
B 34462 7755   11  252
B 34472 7755   11  253
B 34482 7792   11  254
B 34492 7791   11  255
B 34502 7790   11  255
B 34512 7792   10  255
B 34522 7792   10  255
B 34532 7791   10  255
B 34542 7792   10  255
B 34553 7791   10  254
B 34565 7792   10  254
B 34575 7791   10  252
B 34585 7792   10  248
B 34595 7792   10  244
B 34605 7792   10  240
B 34615 7792   10  236
B 34625 7791   10  232
B 34635 7791   10  229
B 34645 7791   10  227
B 34655 7790   10  224
B 34665 7791   10  223
B 34675 7792   10  220
B 34685 7791   10  219
B 34695 7792   10  216
B 34705 7792   10  214
B 34715 7791   10  212
B 34725 7792   10  208
B 34735 7795   10  206
B 34745 7792 -102  204
*** amax = 204  vhit = 123
B 34755 7792 -126  202
B 34765 7792 -126  199
B 34775 7781 -126  197
B 34785 7728 -126  195
B 34795 7720 -126  192
B 34805 7725 -126  190
B 34815 7730 -126  187
B 34825 7276 -126  183
B 34835 7528 -126  176
B 34845 7531 -126  170
B 34855 7606 -126  164
B 34865 7678 -126  155
B 34875 7681 -126  144
B 34885 7681 -126  132
B 34895 7467 -126  118
B 34905 7463 -126  103
B 34915 7282 -126   86
B 34925 7212 -126   69
B 34935 7212 -126   51
B 34945 7319 -126   32
B 34955 7463 -126   12
B 34965 7466 -126   -6
push -11 -10
push out at target
B 34975 7503   82  -20
B 34985 7541   82  -28
B 34995 7531   82  -38
B 35005 7532   82  -49
B 35015 7503   82  -60
B 35025 7508   82  -70
B 35035 7440   82  -80
B 35045 7477   82  -90
B 35055 7481   75 -100
B 35065 7549   75 -106
B 35075 7655   40 -109
B 35085 7661   14 -110
B 35095 7559    0 -110
B 35105 7217   10 -110
B 35115 7221   10 -107
B 35125 7258   10 -100
B 35135 7720   10  -96
B 35145 7720   10  -88
B 35155 7757   10  -82
B 35165 7754   10  -76
B 35175 7757   10  -69
B 35185 7755   10  -64
B 35195 7790   10  -58
pb end 
B 35205 7792    0  -53
B 35215 7792    0  -48
B 35225 7791    0  -42
B 35235 7794    0  -37
B 35245 7792    0  -32
B 35255 7794    0  -27
B 35265 7795    0  -22
B 35275 7794    0  -18
B 35285 7795    0  -15
B 35295 7795    0  -12
B 35305 7794    0  -10
B 35315 7795    0   -8
B 35325 7794    0   -7
B 35335 7794    0   -6
B 35345 7796    0   -6
B 35355 7794    0   -7
B 35365 7796    0   -7
B 35375 7794    0   -7
B 35385 7794    0   -7
B 35395 7794    0   -7
B 35405 7795    0   -7
B 35415 7794    0   -7
B 35425 7792    0   -7
B 35435 7795    0   -7
B 35445 7795    0   -7
B 35455 7795    0   -7
B 35465 7795    0   -7
B 35475 7795    0   -7
B 35485 7796    0   -7
B 35495 7794    0   -7
B 35505 7795    0   -7
B 35515 7795    0   -7
B 35525 7795    0   -7
B 35535 7795    0   -7
B 35545 7795    0   -7
B 35555 7795    0   -7
B 35565 7795    0   -7
B 35575 7828    0   -7
B 35585 7796    0   -7
B 35595 7795    0   -7
B 35605 7795    0   -7
B 35615 7794    0   -7
B 35625 7795    0   -7
B 35635 7795    0   -7
B 35645 7794    0   -7
B 35655 7796    0   -7
B 35665 7794    0   -7
B 35675 7796    0   -7
B 35685 7792    0   -7
B 35695 7794    0   -7
SSS vs= 1.03  t=  255
%P VOLT1   = 7564
%P VOLT2   = 8139
%P S2_SC   =  1.03
%P L_ANG_MAX = 255
B 35705 7796   92   -7
B 35715 7730   92   -7
B 35725 7692   92   -7
B 35735 7696   92   -7
B 35745 7704   92   -6
B 35755 7676   92   -6
B 35765 7400   92   -7
B 35775 7406   92   -6
B 35785 7591   92    0
B 35795 7563   92    6
B 35805 7568   92   14
B 35815 7359   92   22
B 35825 7254   92   29
B 35835 7255   92   36
B 35845 7186   92   42
B 35855 7223   92   48
B 35865 7224   92   53
B 35875 7331   92   59
B 35885 7295   88   65
B 35895 7296   83   71
B 35905 7226   77   76
B 35915 7228   72   82
B 35925 7230   67   87
B 35935 7195   62   92
B 35945 7227   56   99
B 35955 7230   51  105
B 35965 7374   44  111
B 35975 7378   38  117
B 35985 7380   32  123
B 35995 7454   30  129
B 36005 7634   30  134
B 36015 7637   30  140
*** adj PULL_V2->102 
*** dt = 120 , A = 142 , rpm = 182 
B 36025 7672  104  145
B 36035 7673  104  149
B 36045 7673  104  153
B 36055 7698  104  157
B 36065 7682  104  160
B 36075 7678  104  164
B 36085 7680  104  168
B 36095 7292  104  172
B 36105 7292  104  178
B 36115 7363  104  184
B 36125 7295  104  191
B 36135 7294  104  198
pull out 200
B 36145 7189   11  205
B 36155 7189   11  212
B 36165 7200   11  220
B 36175 7250   11  228
B 36185 7326   11  235
B 36195 7327   11  240
B 36205 7719   11  245
B 36215 7755   11  251
B 36225 7754 -112  256
B 36235 7755 -112  260
B 36245 7757 -112  264
B 36255 7730 -112  267
B 36265 7712 -112  270
B 36275 7709 -112  272
B 36285 7713 -112  274
B 36295 7255 -112  274
B 36305 7400 -112  274
B 36315 7403 -112  274
*** amax = 274  vhit = 91
B 36325 7583 -102  273
B 36335 7618 -102  271
B 36345 7620 -102  263
B 36355 7296 -102  252
B 36365 7158 -102  241
B 36375 7159 -102  229
B 36385 7159 -102  216
B 36395 7271 -102  201
B 36405 7267 -102  186
B 36415 7408 -102  169
B 36425 7444 -102  151
B 36435 7445 -102  132
B 36445 7480 -102  112
B 36455 7481 -102   92
B 36465 7482 -102   71
B 36475 7482 -102   50
B 36485 7519 -102   28
B 36495 7522 -102    6
push -10 -10
push out at target
B 36505 7558   89  -15
B 36515 7558   89  -25
B 36525 7542   89  -36
B 36535 7575   89  -45
B 36545 7579   89  -53
B 36555 7586   89  -64
B 36565 7128   89  -76
B 36575 7343   89  -84
B 36586 7346   62  -95
B 36596 7560   81 -102
B 36606 7631   53 -105
B 36616 7635   16 -105
B 36626 7424   11 -105
B 36636 7182   11 -105
B 36646 7186   11 -101
B 36656 7470   11  -96
B 36666 7506   11  -89
B 36676 7508   11  -82
B 36686 7754   11  -76
B 36696 7757   11  -69
B 36706 7755   11  -63
pb end 
B 36716 7755    0  -57
B 36726 7758    0  -51
B 36736 7754    0  -45
B 36746 7760    0  -39
B 36756 7760    0  -33
B 36766 7758    0  -27
B 36776 7794    0  -21
B 36786 7794    0  -15
B 36796 7794    0   -9
B 36806 7795    0   -4
B 36816 7795    0    0
B 36826 7794    0    3
B 36836 7795    0    5
B 36846 7795    0    6
B 36856 7796    0    7
B 36866 7796    0    7
B 36876 7794    0    7
B 36886 7795    0    7
B 36896 7795    0    7
B 36906 7794    0    7
B 36916 7795    0    6
B 36926 7795    0    6
B 36936 7795    0    3
B 36946 7795    0    0
B 36956 7796    0   -4
B 36966 7795    0   -6
B 36976 7795    0   -9
B 36986 7795    0  -11
B 36996 7794    0  -13
B 37006 7795    0  -14
B 37016 7795    0  -16
B 37026 7795    0  -16
B 37036 7796    0  -16
B 37046 7794    0  -16
B 37056 7795    0  -16
B 37066 7796    0  -16
B 37076 7794    0  -16
B 37086 7792    0  -16
B 37096 7795    0  -16
B 37106 7795    0  -16
B 37116 7794    0  -16
B 37126 7795    0  -16
B 37136 7831    0  -16
B 37146 7796    0  -16
B 37156 7794    0  -16
B 37166 7795    0  -16
B 37176 7795    0  -16
B 37186 7795    0  -16
B 37196 7796    0  -14
B 37206 7796    0  -13
SSS vs= 1.12  t=  260
%P VOLT1   = 7564
%P VOLT2   = 8143
%P S2_SC   =  1.03
%P L_ANG_MAX = 260
B 37216 7796   92  -12
B 37226 7795   92  -11
B 37236 7795   92  -10
B 37246 7732   92  -10
B 37256 7708   92  -10
B 37266 7714   92   -9
B 37276 7722   92   -7
B 37286 7272   92   -7
B 37296 7414   92   -6
B 37306 7417   92   -3
B 37316 7559   92    2
B 37326 7526   92    8
B 37336 7530   92   16
B 37346 7285   92   23
B 37356 7182   92   30
B 37366 7186   92   36
B 37376 7155   92   42
B 37386 7190   92   48
B 37397 7192   92   54
B 37407 7299   92   60
B 37418 7299   89   65
B 37430 7228   82   72
B 37440 7228   78   76
B 37450 7230   73   82
B 37460 7196   69   87
B 37470 7195   64   92
B 37480 7197   60   97
B 37490 7340   55  103
B 37501 7340   50  108
B 37511 7342   45  115
B 37521 7380   39  120
B 37531 7381   35  126
B 37542 7528   30  132
B 37552 7563   30  137
B 37562 7564   30  142
*** adj PULL_V2->108 
*** dt = 120 , A = 145 , rpm = 166 
B 37572 7638  110  146
B 37582 7673  110  150
B 37592 7675  110  154
B 37602 7667  110  158
B 37612 7686  110  161
B 37622 7684  110  164
B 37632 7684  110  168
B 37642 7332  110  172
B 37652 7328  110  177
B 37662 7367  110  183
B 37672 7263  110  189
B 37682 7263  110  196
pull out 200
B 37692 7192 -102  203
B 37702 7192 -102  210
B 37712 7190 -102  216
B 37722 7192 -102  224
B 37732 7336 -102  228
B 37742 7333 -102  234
B 37752 7339 -102  239
B 37762 7413 -102  243
B 37772 7411 -102  246
B 37782 7484 -102  247
*** amax = 247  vhit = 106
B 37792 7627 -108  247
B 37802 7626 -108  246
B 37812 7626 -108  244
B 37822 7274 -108  236
B 37832 7272 -108  224
B 37842 7166 -108  212
B 37852 7166 -108  200
B 37862 7166 -108  186
B 37872 7201 -108  172
B 37882 7380 -108  156
B 37892 7381 -108  140
B 37902 7455 -108  124
B 37912 7492 -108  107
B 37922 7494 -108   89
B 37932 7458 -108   71
B 37942 7459 -108   52
B 37952 7455 -108   32
B 37962 7456 -108   12
B 37972 7494 -108   -8
push -11 -10
push out at target
B 37982 7491   82  -21
B 37992 7528   82  -30
B 38002 7542   82  -41
B 38012 7541   82  -51
B 38022 7546   82  -61
B 38032 7233   82  -72
B 38042 7237   82  -81
B 38052 7345   82  -91
B 38063 7560   75 -101
B 38074 7634   66 -109
B 38084 7635   51 -112
B 38094 7564   14 -112
B 38104 7349   10 -112
B 38114 7359   10 -112
B 38124 7363   10 -109
B 38134 7364   10 -102
B 38144 7365   10  -96
B 38154 7722   10  -89
B 38164 7755   10  -81
B 38174 7755   10  -75
B 38184 7757   10  -68
B 38194 7758   10  -62
pb end 
B 38204 7755    0  -56
B 38214 7758    0  -50
B 38224 7755    0  -44
B 38234 7758    0  -38
B 38244 7760    0  -33
B 38254 7758    0  -26
B 38264 7758    0  -21
B 38274 7795    0  -15
B 38284 7794    0  -10
B 38294 7794    0   -5
B 38304 7794    0   -1
B 38314 7795    0    1
B 38324 7795    0    3
B 38334 7795    0    4
B 38344 7796    0    4
B 38354 7795    0    4
B 38364 7795    0    4
B 38374 7795    0    4
B 38384 7796    0    4
B 38394 7795    0    4
B 38404 7796    0    3
B 38414 7794    0    3
B 38424 7795    0    2
B 38434 7796    0   -1
B 38444 7795    0   -4
B 38454 7791    0   -5
B 38464 7795    0   -7
B 38474 7795    0   -8
B 38484 7795    0   -9
B 38494 7795    0  -10
B 38504 7795    0  -10
B 38514 7795    0  -10
B 38524 7794    0  -10
B 38534 7794    0  -10
B 38544 7795    0  -10
B 38554 7798    0  -10
B 38564 7795    0  -10
B 38574 7796    0  -10
B 38584 7795    0  -10
B 38594 7792    0  -10
B 38604 7795    0  -10
B 38614 7796    0  -10
B 38624 7795    0  -10
B 38634 7796    0  -10
B 38644 7796    0  -10
B 38654 7798    0  -10
B 38664 7795    0  -10
B 38674 7795    0  -10
B 38684 7795    0  -10
SSS vs= 1.03  t=  265
%P VOLT1   = 7564
%P VOLT2   = 8143
%P S2_SC   =  1.03
%P L_ANG_MAX = 265
B 38695 7795  102  -10
B 38705 7795  102  -10
B 38715 7792  102  -10
B 38725 7721  102  -10
B 38735 7713  102  -10
B 38745 7720  102  -10
B 38755 7446  102  -10
B 38765 7310  102   -9
B 38775 7314  102   -7
B 38785 7493  102   -3
B 38795 7494  102    3
B 38805 7494  102    9
B 38815 7356  102   16
B 38825 7287  102   24
B 38835 7291  102   31
B 38845 7151  102   36
B 38855 7185  102   42
B 38865 7190  102   48
B 38875 7298  102   54
B 38885 7294  102   59
B 38895 7301   99   64
B 38905 7265   93   70
B 38915 7226   88   75
B 38925 7231   83   80
B 38935 7233   79   84
B 38945 7201   75   90
B 38955 7200   69   95
B 38965 7234   64  100
B 38975 7305   58  106
B 38985 7304   53  112
B 38995 7376   47  118
B 39005 7343   41  124
B 39015 7346   35  130
B 39025 7490   30  136
B 39035 7494   30  141
B 39045 7498   30  147
*** adj PULL_V2->102 
*** dt = 120 , A = 152 , rpm = 182 
B 39055 7567  104  152
B 39065 7675  104  156
B 39075 7675  104  161
B 39085 7692  104  165
B 39095 7688  104  168
B 39105 7686  104  172
B 39115 7582  104  176
B 39125 7369  104  182
B 39135 7370  104  188
B 39145 7370  104  195
B 39155 7299  104  201
B 39165 7301  104  208
pull out 213
B 39175 7160   11  214
B 39185 7160   11  220
B 39195 7160   11  228
B 39205 7310   11  235
B 39215 7357   11  243
B 39225 7361   11  250
B 39235 7329   11  255
B 39245 7719   11  262
B 39255 7722 -112  268
B 39265 7754 -112  274
B 39275 7750 -112  279
B 39285 7723 -112  283
B 39295 7718 -112  287
B 39305 7719 -112  291
B 39315 7721 -112  292
B 39325 7335 -112  295
B 39335 7478 -112  295
*** amax = 295  vhit = 85
B 39345 7481  -95  294
B 39355 7586  -95  294
B 39365 7519  -95  294
B 39375 7518  -95  286
B 39385 7199  -95  276
B 39395 7163  -95  267
B 39405 7163  -95  256
B 39415 7199  -95  243
B 39425 7236  -95  230
B 39435 7236  -95  215
B 39445 7414  -95  200
B 39455 7449  -95  183
B 39465 7448  -95  164
B 39475 7449  -95  145
B 39485 7449  -95  126
B 39495 7449  -95  106
B 39505 7487  -95   87
B 39515 7487  -95   66
B 39525 7491  -95   45
B 39535 7562  -95   24
B 39545 7529  -95    1
push -10 -10
push out at target
B 39555 7532   90  -18
B 39565 7531   90  -27
B 39575 7566   90  -36
B 39585 7545   90  -47
B 39595 7579   90  -58
B 39605 7548   90  -68
B 39615 7553   90  -80
B 39625 7203   90  -92
B 39635 7381   90 -101
B 39645 7384   72 -112
B 39655 7600   90 -120
B 39665 7634   63 -124
B 39675 7637   25 -124
B 39685 7356   11 -124
B 39695 7180   11 -124
B 39705 7187   11 -119
B 39715 7401   11 -112
B 39725 7401   11 -106
B 39735 7402   11  -98
B 39745 7755   11  -92
B 39755 7754   11  -84
B 39765 7757   11  -77
pb end 
B 39775 7755    0  -72
B 39785 7755    0  -65
B 39795 7757    0  -60
B 39805 7757    0  -53
B 39815 7794    0  -48
B 39825 7794    0  -41
B 39835 7757    0  -36
B 39845 7796    0  -29
B 39855 7794    0  -24
B 39865 7794    0  -18
B 39875 7794    0  -13
B 39885 7795    0   -8
B 39895 7794    0   -5
B 39905 7796    0   -3
B 39915 7794    0   -1
B 39925 7795    0    0
B 39935 7795    0    0
B 39945 7798    0    0
B 39955 7796    0    0
B 39965 7794    0    0
B 39975 7795    0    0
B 39985 7795    0    0
B 39995 7795    0    0
B 40005 7795    0    0
B 40015 7796    0    0
B 40025 7794    0    0
B 40035 7795    0   -3
B 40045 7798    0   -4
B 40055 7795    0   -6
B 40065 7795    0   -8
B 40075 7795    0   -8
B 40085 7795    0   -9
B 40095 7795    0   -9
B 40105 7796    0   -9
B 40115 7796    0   -9
B 40125 7796    0   -9
B 40135 7794    0   -9
B 40145 7795    0   -9
B 40155 7796    0   -9
B 40165 7795    0   -9
B 40175 7795    0   -9
B 40185 7796    0   -9
B 40195 7794    0   -9
B 40205 7795    0   -9
B 40215 7795    0   -9
B 40225 7795    0   -9
B 40235 7796    0   -9
B 40245 7794    0   -9
B 40255 7795    0   -9
B 40265 7795    0   -9
SSS vs= 1.13  t=  270
%P VOLT1   = 7564
%P VOLT2   = 8143
%P S2_SC   =  1.03
%P L_ANG_MAX = 270
B 40275 7795  102   -9
B 40285 7795  102   -9
B 40295 7795  102   -9
B 40305 7743  102   -9
B 40315 7718  102   -9
B 40325 7722  102   -9
B 40335 7728  102   -9
B 40345 7239  102   -9
B 40355 7385  102   -7
B 40365 7387  102   -3
B 40376 7497  102    3
B 40386 7428  102    9
B 40396 7427  102   16
B 40406 7290  102   23
B 40416 7257  102   30
B 40426 7257  102   36
B 40436 7189  102   42
B 40446 7227  102   48
B 40456 7228  102   54
B 40466 7299  102   59
B 40476 7302   99   64
B 40486 7301   94   69
B 40496 7267   90   74
B 40506 7233   84   80
B 40516 7233   81   84
B 40526 7233   75   90
B 40536 7234   71   95
B 40546 7234   66  100
B 40556 7234   62  106
B 40566 7236   56  112
B 40576 7240   50  118
B 40586 7309   45  124
B 40596 7454   39  130
B 40606 7454   34  136
B 40616 7528   30  142
B 40626 7531   30  148
B 40636 7532   30  153
*** adj PULL_V2->102 
*** dt = 120 , A = 157 , rpm = 182 
B 40646 7603  104  158
B 40656 7675  104  163
B 40666 7662  104  167
B 40676 7688  104  171
B 40686 7686  104  175
B 40696 7689  104  179
B 40706 7299  104  184
B 40716 7372  104  190
